%Loading Case (lbs)	F0 (lbf)	F1 (lbf)	F2 (lbf)	F3D (lbf)	LVDT (in)	%8/25/202312:52 PM
0.000	0.004	-0.074	0.017	-86.454	-0.000
0.000	-0.004	-0.017	0.020	-85.793	-0.000
0.000	-0.010	-0.008	0.036	-85.931	-0.000
0.000	-0.008	-0.078	0.021	-86.480	-0.000
0.000	-0.013	-0.077	0.016	-86.034	-0.000
0.000	-0.006	-0.015	0.025	-86.383	-0.000
0.000	-0.015	-0.086	0.025	-86.135	-0.000
0.000	-0.012	-0.041	0.027	-86.273	-0.000
0.000	0.003	-0.013	0.017	-85.838	-0.000
0.000	-0.003	-0.067	0.014	-85.836	-0.000
10.000	1.280	0.589	8.296	-80.671	0.005
10.000	1.283	0.581	8.288	-80.664	0.005
10.000	1.284	0.583	8.293	-80.726	0.005
10.000	1.291	0.585	8.292	-80.729	0.005
10.000	1.279	0.581	8.283	-80.719	0.005
10.000	1.291	0.587	8.302	-80.804	0.005
10.000	1.294	0.581	8.296	-80.703	0.005
10.000	1.293	0.585	8.302	-80.719	0.005
10.000	1.289	0.595	8.297	-80.760	0.005
10.000	1.291	0.586	8.296	-80.643	0.005
20.000	3.228	0.594	16.634	-75.197	0.012
20.000	3.223	0.608	16.631	-75.238	0.012
20.000	3.229	0.617	16.631	-75.157	0.012
20.000	3.222	0.617	16.633	-75.241	0.012
20.000	3.220	0.609	16.631	-75.248	0.012
20.000	3.227	0.608	16.621	-75.450	0.012
20.000	3.226	0.596	16.626	-75.080	0.012
20.000	3.229	0.595	16.624	-75.289	0.012
20.000	3.222	0.575	16.617	-75.306	0.012
20.000	3.214	0.599	16.618	-75.328	0.012
30.000	5.142	0.737	24.939	-69.370	0.018
30.000	5.153	0.751	24.942	-68.998	0.018
30.000	5.153	0.745	24.941	-69.472	0.018
30.000	5.149	0.751	24.939	-69.392	0.018
30.000	5.162	0.736	24.934	-69.085	0.018
30.000	5.147	0.744	24.939	-69.382	0.018
30.000	5.150	0.763	24.945	-69.133	0.018
30.000	5.153	0.755	24.941	-69.344	0.018
30.000	5.152	0.731	24.935	-69.140	0.018
30.000	5.153	0.751	24.937	-69.101	0.018
40.000	6.925	1.001	33.153	-63.773	0.024
40.000	6.932	0.997	33.162	-63.776	0.024
40.000	6.930	0.999	33.153	-63.873	0.024
40.000	6.930	0.982	33.145	-63.739	0.024
40.000	6.930	1.001	33.156	-63.772	0.024
40.000	6.928	1.001	33.174	-63.871	0.024
40.000	6.931	0.998	33.156	-63.770	0.024
40.000	6.936	1.001	33.169	-63.797	0.024
40.000	6.933	1.005	33.160	-63.723	0.024
40.000	6.931	0.991	33.159	-64.024	0.024
50.000	9.416	0.566	41.453	-57.573	0.029
50.000	9.420	0.561	41.451	-57.453	0.029
50.000	9.426	0.579	41.462	-57.660	0.029
50.000	9.415	0.577	41.453	-57.683	0.029
50.000	9.422	0.565	41.447	-57.529	0.029
50.000	9.412	0.586	41.463	-57.564	0.029
50.000	9.421	0.576	41.454	-57.621	0.029
50.000	9.421	0.565	41.464	-57.717	0.029
50.000	9.425	0.569	41.456	-57.478	0.029
50.000	9.421	0.587	41.461	-57.685	0.029
40.000	6.977	1.043	33.168	-62.497	0.024
40.000	6.974	1.040	33.165	-62.383	0.024
40.000	6.987	1.032	33.155	-62.796	0.024
40.000	6.974	1.036	33.167	-62.455	0.024
40.000	6.971	1.035	33.158	-62.764	0.024
40.000	6.973	1.029	33.158	-62.770	0.024
40.000	6.978	1.035	33.161	-62.357	0.024
40.000	6.974	1.040	33.163	-62.394	0.024
40.000	6.981	1.039	33.161	-62.791	0.024
40.000	6.975	1.046	33.167	-62.700	0.024
30.000	5.209	0.787	24.926	-67.625	0.019
30.000	5.213	0.787	24.941	-67.687	0.019
30.000	5.216	0.778	24.933	-67.724	0.019
30.000	5.212	0.782	24.936	-67.902	0.019
30.000	5.205	0.782	24.931	-67.815	0.019
30.000	5.214	0.794	24.936	-67.852	0.019
30.000	5.209	0.807	24.939	-67.557	0.019
30.000	5.209	0.769	24.923	-67.630	0.019
30.000	5.215	0.780	24.931	-67.703	0.019
30.000	5.208	0.783	24.936	-67.588	0.019
20.000	3.373	0.652	16.649	-72.625	0.013
20.000	3.363	0.643	16.643	-72.805	0.013
20.000	3.363	0.642	16.646	-72.476	0.013
20.000	3.366	0.634	16.651	-72.867	0.013
20.000	3.362	0.646	16.645	-72.761	0.013
20.000	3.365	0.645	16.645	-72.617	0.013
20.000	3.362	0.636	16.655	-72.611	0.013
20.000	3.368	0.627	16.644	-72.640	0.013
20.000	3.368	0.622	16.652	-72.794	0.013
20.000	3.368	0.651	16.656	-72.628	0.013
10.000	1.360	0.666	8.295	-78.878	0.007
10.000	1.360	0.675	8.290	-78.727	0.007
10.000	1.358	0.663	8.297	-78.622	0.007
10.000	1.366	0.674	8.295	-78.951	0.007
10.000	1.365	0.671	8.307	-78.809	0.007
10.000	1.364	0.675	8.297	-78.600	0.007
10.000	1.357	0.665	8.302	-78.615	0.007
10.000	1.364	0.667	8.303	-78.751	0.007
10.000	1.359	0.668	8.305	-78.625	0.007
10.000	1.365	0.670	8.302	-78.678	0.007
0.000	-0.020	-0.081	0.005	-85.817	0.000
0.000	0.012	0.082	0.006	-85.009	0.000
0.000	-0.024	0.030	0.018	-85.758	0.000
0.000	-0.024	-0.024	0.009	-85.779	0.000
0.000	-0.003	-0.052	-0.006	-86.187	0.000
0.000	-0.017	-0.147	-0.011	-85.594	0.000
